,포켓몬 사진,포켓몬 번호,포켓몬 이름,포켓몬 폼
567,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045501.png,No.0455,무스틈니,
568,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045601.png,No.0456,형광어,
569,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045701.png,No.0457,네오라이트,
570,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045801.png,No.0458,타만타,
571,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045901.png,No.0459,눈쓰개,
572,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046001.png,No.0460,눈설왕,
573,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046002.png,No.0460,메가눈설왕,
574,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046101.png,No.0461,포푸니라,
575,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046201.png,No.0462,자포코일,
576,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046301.png,No.0463,내룸벨트,
577,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046401.png,No.0464,거대코뿌리,
578,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046501.png,No.0465,덩쿠림보,
579,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046601.png,No.0466,에레키블,
580,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046701.png,No.0467,마그마번,
581,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046801.png,No.0468,토게키스,
582,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/046901.png,No.0469,메가자리,
583,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047001.png,No.0470,리피아,
584,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047101.png,No.0471,글레이시아,
585,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047201.png,No.0472,글라이온,
586,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047301.png,No.0473,맘모꾸리,
587,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047401.png,No.0474,폴리곤Z,
588,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047501.png,No.0475,엘레이드,
589,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047502.png,No.0475,메가엘레이드,
590,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047601.png,No.0476,대코파스,
591,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047701.png,No.0477,야느와르몽,
592,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047801.png,No.0478,눈여아,
593,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047901.png,No.0479,로토무,로토무의 모습
594,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047902.png,No.0479,로토무,히트로토무
595,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047903.png,No.0479,로토무,워시로토무
596,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047904.png,No.0479,로토무,프로스트로토무
597,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047905.png,No.0479,로토무,스핀로토무
598,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/047906.png,No.0479,로토무,커트로토무
599,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048001.png,No.0480,유크시,
600,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048101.png,No.0481,엠라이트,
601,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048201.png,No.0482,아그놈,
602,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048301.png,No.0483,디아루가,
603,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048302.png,No.0483,디아루가,오리진폼
604,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048401.png,No.0484,펄기아,
605,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048402.png,No.0484,펄기아,오리진폼
606,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048501.png,No.0485,히드런,
607,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048601.png,No.0486,레지기가스,
608,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048701.png,No.0487,기라티나,어나더폼
609,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048702.png,No.0487,기라티나,오리진폼
610,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048801.png,No.0488,크레세리아,
611,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/048901.png,No.0489,피오네,
612,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049001.png,No.0490,마나피,
613,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049101.png,No.0491,다크라이,
614,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049201.png,No.0492,쉐이미,랜드폼
615,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049202.png,No.0492,쉐이미,스카이폼
616,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049301.png,No.0493,아르세우스,
617,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049401.png,No.0494,비크티니,
618,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049501.png,No.0495,주리비얀,
619,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049601.png,No.0496,샤비,
620,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049701.png,No.0497,샤로다,
621,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049801.png,No.0498,뚜꾸리,
622,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/049901.png,No.0499,차오꿀,
623,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050001.png,No.0500,염무왕,
624,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050101.png,No.0501,수댕이,
625,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050201.png,No.0502,쌍검자비,
626,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050301.png,No.0503,대검귀,
627,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050302.png,No.0503,대검귀,히스이의 모습
628,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050401.png,No.0504,보르쥐,
629,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050501.png,No.0505,보르그,
630,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050601.png,No.0506,요테리,
631,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050701.png,No.0507,하데리어,
632,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050801.png,No.0508,바랜드,
633,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/050901.png,No.0509,쌔비냥,
634,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051001.png,No.0510,레파르다스,
635,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051101.png,No.0511,야나프,
636,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051201.png,No.0512,야나키,
637,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051301.png,No.0513,바오프,
638,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051401.png,No.0514,바오키,
639,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051501.png,No.0515,앗차프,
640,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051601.png,No.0516,앗차키,
641,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051701.png,No.0517,몽나,
642,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051801.png,No.0518,몽얌나,
643,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/051901.png,No.0519,콩둘기,
644,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052001.png,No.0520,유토브,
645,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052101.png,No.0521,켄호로우,수컷의 모습
646,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052102.png,No.0521,켄호로우,암컷의 모습
647,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052201.png,No.0522,줄뮤마,
648,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052301.png,No.0523,제브라이카,
649,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052401.png,No.0524,단굴,
650,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052501.png,No.0525,암트르,
651,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052601.png,No.0526,기가이어스,
652,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052701.png,No.0527,또르박쥐,
653,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052801.png,No.0528,맘박쥐,
654,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/052901.png,No.0529,두더류,
655,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053001.png,No.0530,몰드류,
656,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053101.png,No.0531,다부니,
657,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053102.png,No.0531,메가다부니,
658,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053201.png,No.0532,으랏차,
659,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053301.png,No.0533,토쇠골,
660,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053401.png,No.0534,노보청,
661,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053501.png,No.0535,동챙이,
662,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053601.png,No.0536,두까비,
663,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053701.png,No.0537,두빅굴,
664,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053801.png,No.0538,던지미,
665,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/053901.png,No.0539,타격귀,
666,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054001.png,No.0540,두르보,
667,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054101.png,No.0541,두르쿤,
668,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054201.png,No.0542,모아머,
669,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054301.png,No.0543,마디네,
670,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054401.png,No.0544,휠구,
671,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054501.png,No.0545,펜드라,
672,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054601.png,No.0546,소미안,
673,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054701.png,No.0547,엘풍,
674,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054801.png,No.0548,치릴리,
675,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054901.png,No.0549,드레디어,
676,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/054902.png,No.0549,드레디어,히스이의 모습
677,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055001.png,No.0550,배쓰나이,적색근의 모습
678,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055002.png,No.0550,배쓰나이,청색근의 모습
679,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055003.png,No.0550,배쓰나이,백색근의 모습
680,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055101.png,No.0551,깜눈크,
681,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055201.png,No.0552,악비르,
682,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055301.png,No.0553,악비아르,
683,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055401.png,No.0554,달막화,
684,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055402.png,No.0554,달막화,가라르의 모습
685,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055501.png,No.0555,불비달마,노말모드
686,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055502.png,No.0555,불비달마,달마모드
687,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055503.png,No.0555,불비달마,가라르의 모습
688,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055504.png,No.0555,불비달마,가라르의 모습 / 달마모드
689,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055601.png,No.0556,마라카치,
690,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055701.png,No.0557,돌살이,
691,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055801.png,No.0558,암팰리스,
692,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/055901.png,No.0559,곤율랭,
693,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056001.png,No.0560,곤율거니,
694,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056101.png,No.0561,심보러,
695,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056201.png,No.0562,데스마스,
696,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056202.png,No.0562,데스마스,가라르의 모습
697,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056301.png,No.0563,데스니칸,
698,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056401.png,No.0564,프로토가,
699,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056501.png,No.0565,늑골라,
700,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056601.png,No.0566,아켄,
701,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056701.png,No.0567,아케오스,
702,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056801.png,No.0568,깨봉이,
703,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056901.png,No.0569,더스트나,
704,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/056902.png,No.0569,더스트나,거다이맥스의 모습
705,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057001.png,No.0570,조로아,
706,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057002.png,No.0570,조로아,히스이의 모습
707,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057101.png,No.0571,조로아크,
708,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057102.png,No.0571,조로아크,히스이의 모습
709,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057201.png,No.0572,치라미,
710,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057301.png,No.0573,치라치노,
711,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057401.png,No.0574,고디탱,
712,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057501.png,No.0575,고디보미,
713,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057601.png,No.0576,고디모아젤,
714,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057701.png,No.0577,유니란,
715,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057801.png,No.0578,듀란,
716,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/057901.png,No.0579,란쿨루스,
717,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058001.png,No.0580,꼬지보리,
718,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058101.png,No.0581,스완나,
719,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058201.png,No.0582,바닐프티,
720,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058301.png,No.0583,바닐리치,
721,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058401.png,No.0584,배바닐라,
722,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058501.png,No.0585,사철록,봄의 모습
723,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058502.png,No.0585,사철록,여름의 모습
724,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058503.png,No.0585,사철록,가을의 모습
725,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058504.png,No.0585,사철록,겨울의 모습
726,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058601.png,No.0586,바라철록,봄의 모습
727,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058602.png,No.0586,바라철록,여름의 모습
728,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058603.png,No.0586,바라철록,가을의 모습
729,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058604.png,No.0586,바라철록,겨울의 모습
730,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058701.png,No.0587,에몽가,
731,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058801.png,No.0588,딱정곤,
732,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/058901.png,No.0589,슈바르고,
733,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059001.png,No.0590,깜놀버슬,
734,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059101.png,No.0591,뽀록나,
735,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059201.png,No.0592,탱그릴,수컷의 모습
736,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059202.png,No.0592,탱그릴,암컷의 모습
737,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059301.png,No.0593,탱탱겔,수컷의 모습
738,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059302.png,No.0593,탱탱겔,암컷의 모습
739,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059401.png,No.0594,맘복치,
740,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059501.png,No.0595,파쪼옥,
741,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059601.png,No.0596,전툴라,
742,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059701.png,No.0597,철시드,
743,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059801.png,No.0598,너트령,
744,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/059901.png,No.0599,기어르,
745,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060001.png,No.0600,기기어르,
746,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060101.png,No.0601,기기기어르,
747,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060201.png,No.0602,저리어,
748,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060301.png,No.0603,저리릴,
749,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060401.png,No.0604,저리더프,
750,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060501.png,No.0605,리그레,
751,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060601.png,No.0606,벰크,
752,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060701.png,No.0607,불켜미,
753,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060801.png,No.0608,램프라,
754,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/060901.png,No.0609,샹델라,
755,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061001.png,No.0610,터검니,
756,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061101.png,No.0611,액슨도,
757,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061201.png,No.0612,액스라이즈,
758,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061301.png,No.0613,코고미,
759,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061401.png,No.0614,툰베어,
760,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061501.png,No.0615,프리지오,
761,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061601.png,No.0616,쪼마리,
762,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061701.png,No.0617,어지리더,
763,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061801.png,No.0618,메더,
764,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061802.png,No.0618,메더,가라르의 모습
765,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/061901.png,No.0619,비조푸,
766,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062001.png,No.0620,비조도,
767,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062101.png,No.0621,크리만,
768,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062201.png,No.0622,골비람,
769,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062301.png,No.0623,골루그,
770,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062401.png,No.0624,자망칼,
771,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062501.png,No.0625,절각참,
772,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062601.png,No.0626,버프론,
773,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062701.png,No.0627,수리둥보,
774,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062801.png,No.0628,워글,
775,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062802.png,No.0628,워글,히스이의 모습
776,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/062901.png,No.0629,벌차이,
777,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063001.png,No.0630,버랜지나,
778,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063101.png,No.0631,앤티골,
779,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063201.png,No.0632,아이앤트,
780,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063301.png,No.0633,모노두,
781,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063401.png,No.0634,디헤드,
782,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063501.png,No.0635,삼삼드래,
783,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063601.png,No.0636,활화르바,
784,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063701.png,No.0637,불카모스,
785,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063801.png,No.0638,코바르온,
786,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/063901.png,No.0639,테라키온,
787,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064001.png,No.0640,비리디온,
788,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064101.png,No.0641,토네로스,화신폼
789,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064102.png,No.0641,토네로스,영물폼
790,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064201.png,No.0642,볼트로스,화신폼
791,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064202.png,No.0642,볼트로스,영물폼
792,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064301.png,No.0643,레시라무,
793,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064401.png,No.0644,제크로무,
794,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064501.png,No.0645,랜드로스,화신폼
795,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064502.png,No.0645,랜드로스,영물폼
796,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064601.png,No.0646,큐레무,큐레무의 모습
797,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064602.png,No.0646,큐레무,화이트큐레무
798,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064603.png,No.0646,큐레무,블랙큐레무
799,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064701.png,No.0647,케르디오,평상시 모습
800,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064702.png,No.0647,케르디오,각오의 모습
801,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064801.png,No.0648,메로엣타,보이스폼
802,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064802.png,No.0648,메로엣타,스텝폼
803,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/064901.png,No.0649,게노세크트,
804,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065001.png,No.0650,도치마론,
805,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065101.png,No.0651,도치보구,
806,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065201.png,No.0652,브리가론,
807,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065301.png,No.0653,푸호꼬,
808,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065401.png,No.0654,테르나,
809,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065501.png,No.0655,마폭시,
810,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065601.png,No.0656,개구마르,
811,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065701.png,No.0657,개굴반장,
812,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065801.png,No.0658,개굴닌자,
813,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/065901.png,No.0659,파르빗,
814,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066001.png,No.0660,파르토,
815,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066101.png,No.0661,화살꼬빈,
816,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066201.png,No.0662,불화살빈,
817,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066301.png,No.0663,파이어로,
818,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066401.png,No.0664,분이벌레,
819,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066501.png,No.0665,분떠도리,
820,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066601.png,No.0666,비비용,
821,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066701.png,No.0667,레오꼬,
822,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066801.png,No.0668,화염레오,수컷의 모습
823,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066802.png,No.0668,화염레오,암컷의 모습
824,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/066901.png,No.0669,플라베베,
825,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067001.png,No.0670,플라엣테,
826,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067101.png,No.0671,플라제스,
827,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067201.png,No.0672,메이클,
828,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067301.png,No.0673,고고트,
829,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067401.png,No.0674,판짱,
830,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067501.png,No.0675,부란다,
831,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067601.png,No.0676,트리미앙,
832,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067701.png,No.0677,냐스퍼,
833,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067801.png,No.0678,냐오닉스,수컷의 모습
834,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067802.png,No.0678,냐오닉스,암컷의 모습
835,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/067901.png,No.0679,단칼빙,
836,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068001.png,No.0680,쌍검킬,
837,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068101.png,No.0681,킬가르도,실드폼
838,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068102.png,No.0681,킬가르도,블레이드폼
839,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068201.png,No.0682,슈쁘,
840,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068301.png,No.0683,프레프티르,
841,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068401.png,No.0684,나룸퍼프,
842,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068501.png,No.0685,나루림,
843,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068601.png,No.0686,오케이징,
844,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068701.png,No.0687,칼라마네로,
845,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068801.png,No.0688,거북손손,
846,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/068901.png,No.0689,거북손데스,
847,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/069001.png,No.0690,수레기,
